,precision,recall,f1-score,support
0,0.9370320992718696,0.9407948929159803,0.9389097261470483,9712.0
1,0.9245505839128724,0.9198433420365535,0.9221909560892613,7660.0
accuracy,0.9315565277457979,0.9315565277457979,0.9315565277457979,0.9315565277457979
macro avg,0.930791341592371,0.9303191174762668,0.9305503411181548,17372.0
weighted avg,0.9315285068444048,0.9315565277457979,0.9315377609937758,17372.0
